Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),BMI
47,1,88.4,1.6,186,126,60,1160.0,1,14.2,3.5,34.53
52,1,104.8,1.99,187,130,67,598.0,2,24.0,2.0,26.46
57,1,82.2,1.69,188,155,63,882.0,3,25.2,3.4,28.78
33,0,68.2,1.75,177,150,71,638.0,3,29.0,1.7,22.27
30,1,91.4,1.99,171,152,60,1145.0,1,23.0,3.7,23.08
59,0,42.1,1.65,172,132,59,725.0,3,33.0,2.2,15.46
47,0,68.7,1.76,161,137,66,845.0,3,27.7,2.4,22.18
36,0,47.2,1.74,196,160,53,1200.0,2,32.2,1.6,15.59
34,1,92.0,1.76,175,143,73,574.0,0,22.1,3.5,29.7
36,1,56.2,1.95,183,128,64,767.0,3,22.5,3.4,14.78
45,1,58.4,1.72,194,150,65,973.0,1,23.4,3.1,19.74
43,1,82.9,1.95,181,160,70,1505.0,2,12.9,3.5,21.8
54,0,66.9,1.74,195,129,62,720.0,1,29.5,2.1,22.1
43,1,66.3,1.85,170,121,58,707.0,2,27.5,3.2,19.37
40,1,93.6,1.93,188,157,60,1192.0,2,22.1,2.0,25.13
26,0,64.1,1.5,194,134,60,1293.0,3,15.1,2.7,28.49
29,1,86.7,1.62,174,122,55,1020.0,3,13.9,3.5,33.04
18,0,62.0,1.59,190,162,50,996.0,3,33.2,2.2,24.52
18,0,58.1,1.61,175,150,71,1425.0,0,15.3,2.7,22.41
51,0,64.9,1.6,169,125,55,838.0,0,31.1,2.5,25.35
49,0,69.3,1.62,191,122,62,626.0,1,28.8,1.9,26.41
42,0,42.7,1.74,161,130,71,608.0,3,32.9,1.6,14.1
57,0,51.4,1.63,183,134,73,724.0,0,33.7,2.0,19.35
18,0,67.4,1.6,182,164,71,492.0,3,33.5,2.4,26.33
33,0,55.6,1.61,161,147,54,1301.0,0,18.9,2.7,21.45
56,1,125.3,1.86,197,129,64,639.0,0,22.7,2.2,36.22
22,1,102.1,1.85,190,157,67,1278.0,2,28.1,2.4,29.83
39,1,61.9,1.77,199,166,69,1205.0,3,25.3,2.3,19.76
46,1,108.8,1.64,185,169,63,1171.0,3,20.5,3.4,40.45
20,0,51.1,1.58,188,169,64,422.0,0,29.6,1.6,20.47
29,1,81.7,1.99,162,126,54,1005.0,3,29.4,3.2,20.63
43,0,42.7,1.66,173,134,53,440.0,0,33.9,1.9,15.5
33,1,81.8,1.99,184,137,51,1198.0,3,10.5,3.5,20.66
54,1,54.6,1.76,160,137,56,868.0,2,27.4,3.3,17.63
39,1,107.7,1.88,162,160,59,634.0,3,28.1,3.6,30.47
46,0,56.9,1.6,185,143,65,566.0,2,27.7,1.6,22.23
31,1,78.8,1.71,177,121,59,992.0,1,24.7,2.5,26.95
45,0,48.2,1.64,168,159,67,894.0,3,32.1,2.5,17.92
22,0,50.7,1.59,197,139,66,883.0,3,29.4,1.8,20.05
47,1,86.6,1.99,182,153,70,1500.0,3,10.6,3.5,21.87
22,1,96.3,1.63,180,162,62,1203.0,2,27.1,2.4,36.25
29,1,80.8,1.98,160,145,50,1316.0,3,14.6,3.5,20.61
33,0,58.0,1.53,180,126,50,1159.0,3,18.3,2.7,24.78
43,1,95.9,1.85,186,157,64,995.0,0,27.7,3.4,28.02
43,0,61.5,1.58,165,149,50,1247.0,1,16.8,2.7,24.64
38,0,40.6,1.79,195,161,55,499.0,2,26.8,2.7,12.67
56,1,82.5,1.87,187,124,74,927.0,0,13.2,3.5,23.59
53,1,105.1,1.84,176,130,62,444.0,2,23.3,2.9,31.04
50,0,58.1,1.58,199,120,50,1042.0,0,19.3,2.7,23.27
47,0,61.0,1.76,162,153,54,1060.0,1,15.6,2.7,19.69
54,0,64.5,1.53,171,120,58,940.0,0,17.2,2.7,27.55
40,1,58.2,1.98,198,138,74,1085.0,2,24.0,2.5,14.85
27,0,69.5,1.76,171,121,66,569.0,3,34.4,2.0,22.44
22,1,62.2,1.84,161,140,65,393.0,3,21.5,2.3,18.37
53,0,68.0,1.7,181,139,57,663.0,1,25.1,2.4,23.53
51,0,56.3,1.5,182,142,66,914.0,2,27.4,2.4,25.02
48,1,94.5,1.7,189,140,64,700.0,2,28.2,3.5,32.7
27,0,58.0,1.79,164,143,73,994.0,2,27.1,1.5,18.1
36,1,84.0,1.94,168,123,50,1218.0,1,11.2,3.5,22.32
49,1,61.0,1.87,180,131,61,739.0,3,21.3,3.0,17.44
18,0,64.8,1.53,170,141,54,1396.0,0,18.6,2.7,27.68
22,1,45.7,1.77,164,139,73,795.0,1,20.7,2.4,14.59
21,1,80.9,1.9,194,137,55,1356.0,0,11.7,3.5,22.41
33,0,64.1,1.63,186,120,74,948.0,3,16.4,2.7,24.13
41,1,67.0,1.77,161,149,50,900.0,1,25.6,2.6,21.39
33,1,106.5,1.6,183,152,74,1170.0,3,27.3,3.3,41.6
19,1,95.1,1.85,190,143,50,952.0,0,25.3,2.3,27.79
45,0,65.5,1.57,192,133,59,395.0,2,34.3,2.3,26.57
49,1,105.7,1.64,198,155,59,921.0,2,29.5,3.1,39.3
44,0,48.0,1.76,189,124,52,491.0,0,28.6,2.6,15.5
37,0,69.5,1.5,196,130,66,448.0,2,32.8,2.4,30.89
41,1,66.1,1.69,187,143,68,545.0,0,27.4,3.4,23.14
29,1,68.0,1.7,190,150,60,627.0,1,28.9,2.9,23.53
52,1,50.3,1.78,170,132,67,555.0,1,24.5,2.3,15.88
50,0,69.3,1.68,182,135,51,729.0,1,30.3,2.0,24.55
50,1,86.7,1.63,161,143,58,1203.0,2,12.1,3.5,32.63
54,1,125.9,1.94,199,132,73,882.0,3,28.5,2.9,33.45
29,1,88.1,1.93,186,143,66,1479.0,2,11.1,3.5,23.65
20,1,124.3,1.82,194,145,63,997.0,2,22.4,3.2,37.53
18,1,62.0,1.85,161,121,53,586.0,3,23.7,3.0,18.12
50,0,69.7,1.72,198,135,66,753.0,3,27.3,2.0,23.56
57,0,60.9,1.52,196,157,66,926.0,3,30.6,1.8,26.36
27,1,76.5,1.97,180,165,61,1025.0,3,21.3,2.3,19.71
46,1,94.7,1.82,164,120,69,873.0,2,23.2,3.2,28.59
30,1,67.9,1.75,180,168,67,1155.0,0,29.1,3.1,22.17
29,1,121.1,1.87,188,130,52,937.0,1,24.1,3.2,34.63
48,0,71.5,1.64,179,154,60,1012.0,0,32.5,1.9,26.58
19,1,98.6,1.7,197,162,74,740.0,2,21.1,2.4,34.12
52,0,68.2,1.63,179,148,67,779.0,3,27.5,2.4,25.67
40,0,57.7,1.69,184,156,53,920.0,1,33.1,2.4,20.2
34,1,124.6,1.63,161,136,66,1055.0,1,27.6,2.8,46.9
43,0,73.0,1.59,191,158,67,931.0,0,28.9,2.2,28.88
25,0,59.4,1.51,185,161,54,1304.0,2,19.8,2.7,26.05
46,0,52.0,1.65,165,147,63,463.0,2,34.1,1.9,19.1
43,0,42.2,1.65,162,148,59,886.0,2,34.6,2.3,15.5
27,1,89.3,1.64,192,162,64,1622.0,1,12.1,3.5,33.2
43,1,110.0,1.76,160,122,50,658.0,0,22.0,3.4,35.51
51,0,66.2,1.58,164,129,65,499.0,1,31.3,2.3,26.52
58,1,58.6,1.66,172,161,60,964.0,1,26.8,2.9,21.27
24,1,51.0,1.67,178,133,72,710.0,3,21.3,2.8,18.29
21,1,101.5,1.95,171,131,69,699.0,0,27.9,3.1,26.69
28,1,114.2,1.87,184,166,55,959.0,3,20.2,3.2,32.66
46,1,54.4,1.72,194,161,73,725.0,2,24.8,2.9,18.39
53,0,52.4,1.57,171,149,71,898.0,1,28.3,2.2,21.26
42,1,85.2,1.81,189,151,65,1151.0,0,13.7,3.5,26.01
38,1,83.6,1.74,164,151,51,1379.0,2,11.6,3.5,27.61
53,1,115.4,1.92,193,161,50,1084.0,0,28.3,2.2,31.3
27,1,71.2,1.97,181,151,73,615.0,1,25.9,3.6,18.35
54,0,78.1,1.6,198,145,73,718.0,0,32.9,2.4,30.51
26,0,54.2,1.65,172,120,58,642.0,2,34.9,1.9,19.91
41,0,77.6,1.76,162,161,71,920.0,3,31.8,2.2,25.05
52,0,44.1,1.62,179,121,61,768.0,1,34.8,1.6,16.8
52,1,85.5,1.8,190,136,66,1144.0,3,10.1,3.5,26.39
53,0,47.8,1.76,164,149,74,711.0,1,28.4,1.5,15.43
35,1,102.5,1.94,183,158,64,730.0,2,21.1,2.4,27.23
56,1,118.0,1.9,199,126,68,412.0,1,22.6,3.2,32.69
49,1,82.3,1.84,192,146,71,932.0,3,28.4,3.4,24.31
41,1,81.6,1.87,167,128,59,1185.0,1,10.2,3.5,23.33
40,1,60.2,1.88,183,141,61,946.0,2,25.2,3.0,17.03
49,0,49.2,1.54,179,153,63,881.0,1,30.7,2.1,20.75
54,0,46.6,1.5,175,165,58,1025.0,3,30.6,2.0,20.71
29,0,68.7,1.72,171,168,62,907.0,2,29.8,1.7,23.22
30,0,60.6,1.55,172,120,52,780.0,3,32.9,1.6,25.22
40,1,52.1,1.61,198,128,70,612.0,1,21.3,3.3,20.1
42,0,46.6,1.77,184,139,63,382.0,0,28.1,2.6,14.87
52,1,65.5,1.74,191,138,70,1011.0,3,26.2,2.8,21.63
58,0,44.2,1.57,183,155,59,753.0,1,31.9,2.3,17.93
47,1,89.1,1.84,168,159,65,1133.0,0,24.0,3.6,26.32
34,1,65.9,1.62,199,164,56,731.0,0,28.8,2.2,25.11
37,0,55.6,1.57,182,123,53,597.0,2,29.2,2.4,22.56
42,1,63.7,1.98,172,128,69,868.0,0,24.0,3.0,16.25
39,1,86.2,1.82,191,160,72,1725.0,3,10.2,3.5,26.02
30,0,59.2,1.63,174,141,74,1304.0,3,17.8,2.7,22.28
36,1,85.4,1.88,195,137,60,1492.0,0,13.5,3.5,24.16
53,0,68.1,1.55,164,131,65,831.0,1,26.1,2.2,28.35
29,0,60.0,1.62,181,161,69,684.0,3,28.1,1.9,22.86
58,0,74.8,1.69,175,162,53,933.0,3,32.8,2.3,26.19
36,1,90.3,1.65,169,158,71,1199.0,2,23.7,3.4,33.17
29,1,86.1,1.65,183,128,71,1169.0,1,11.2,3.5,31.63
26,1,73.7,1.66,177,125,72,639.0,0,26.7,2.2,26.75
24,0,67.7,1.56,177,138,66,980.0,1,27.0,2.1,27.82
45,1,78.3,1.96,166,167,62,1066.0,2,29.0,2.2,20.38
31,0,48.2,1.65,163,166,60,913.0,2,26.1,2.5,17.7
48,0,56.8,1.51,185,126,52,777.0,1,32.1,2.1,24.91
36,1,112.4,1.63,164,135,58,757.0,2,25.0,3.4,42.3
33,0,59.0,1.67,175,124,55,558.0,2,33.7,1.9,21.16
22,1,98.4,1.88,194,135,71,386.0,2,21.3,2.2,27.84
52,1,66.5,1.6,185,120,70,796.0,1,26.8,2.1,25.98
29,1,106.5,1.81,177,156,60,1107.0,2,25.7,2.5,32.51
42,1,88.4,1.93,188,158,65,1314.0,0,12.4,3.5,23.73
38,1,88.4,1.79,182,138,68,1321.0,0,12.5,3.5,27.59
53,0,53.3,1.74,173,156,54,962.0,3,32.2,1.8,17.6
40,0,58.1,1.56,174,136,63,415.0,0,34.4,2.2,23.87
33,0,74.2,1.76,192,145,66,834.0,3,25.9,1.5,23.95
56,1,84.6,1.63,184,141,52,705.0,1,20.2,2.9,31.84
59,1,78.0,1.92,180,127,53,453.0,2,28.1,2.7,21.16
56,1,89.0,1.68,176,152,65,1332.0,0,10.5,3.5,31.53
31,0,42.7,1.76,182,121,65,883.0,3,34.9,2.2,13.78
48,1,83.9,1.82,176,149,70,1401.0,1,13.1,3.5,25.33
22,0,78.7,1.52,173,166,74,1204.0,3,31.5,2.3,34.06
52,0,65.9,1.52,188,139,53,794.0,2,27.0,2.3,28.52
40,1,76.9,1.92,179,137,68,851.0,0,22.4,3.7,20.86
46,1,84.3,2.0,189,162,66,1467.0,1,13.3,3.5,21.07
28,0,62.4,1.6,178,129,62,710.0,3,34.1,1.7,24.37
35,1,63.7,1.74,198,143,71,810.0,1,29.8,2.7,21.04
29,0,54.9,1.52,172,123,72,910.0,3,27.0,2.0,23.76
26,1,76.4,1.79,177,156,73,1004.0,3,21.3,2.7,23.84
27,1,106.4,1.86,182,123,50,907.0,2,20.6,3.1,30.76
34,0,68.4,1.5,192,132,61,904.0,2,33.7,2.1,30.4
55,1,63.5,1.86,198,144,53,969.0,3,22.9,2.9,18.35
24,0,59.4,1.5,199,132,60,825.0,0,25.0,2.0,26.4
30,1,113.4,1.91,177,137,54,957.0,1,22.2,3.7,31.08
57,0,61.9,1.52,168,143,51,592.0,1,28.4,2.6,26.79
59,0,70.7,1.68,192,121,66,637.0,2,34.9,1.9,25.05
26,1,111.5,1.9,191,167,57,937.0,0,25.2,2.2,30.89
44,0,72.1,1.66,176,152,55,958.0,3,27.0,2.5,26.16
19,1,56.9,1.87,178,138,70,463.0,2,23.3,3.7,16.27
22,1,86.2,1.9,186,128,58,1345.0,3,11.7,3.5,23.88
46,1,59.4,1.68,165,147,62,844.0,3,20.2,2.5,21.05
54,0,75.6,1.72,194,154,60,672.0,2,26.4,1.9,25.55
55,0,76.3,1.73,196,158,65,768.0,0,32.0,2.6,25.49
36,1,95.8,1.86,193,129,65,972.0,1,21.2,3.2,27.69
25,1,120.6,1.83,179,120,51,686.0,2,22.3,2.5,36.01
18,0,65.3,1.55,184,161,59,1143.0,0,28.5,2.2,27.18
39,1,85.3,1.89,163,140,61,593.0,3,27.6,3.6,23.88
34,1,68.0,1.68,169,128,57,472.0,2,25.8,3.4,24.09
24,0,52.6,1.57,169,166,60,1071.0,1,31.9,2.4,21.34
42,1,63.3,1.77,183,134,59,876.0,1,25.7,3.3,20.2
21,0,76.3,1.65,180,154,62,878.0,3,31.8,1.7,28.03
53,1,61.0,1.63,170,124,74,331.0,2,20.0,3.4,22.96
23,0,67.8,1.61,186,160,66,1072.0,1,34.3,1.8,26.16
48,1,114.9,1.86,175,141,56,949.0,2,21.1,3.6,33.21
36,1,88.0,1.71,185,160,73,1646.0,1,12.0,3.5,30.09
56,0,67.7,1.58,189,142,52,927.0,3,32.7,1.9,27.12
44,1,124.8,1.85,175,126,69,842.0,3,24.4,3.5,36.46
27,0,53.0,1.58,166,142,62,895.0,2,34.5,1.8,21.23
43,1,61.2,1.88,175,163,68,831.0,0,24.7,2.9,17.32
36,0,48.7,1.68,194,144,56,886.0,0,33.7,1.6,17.25
56,0,50.6,1.7,175,146,58,848.0,3,33.1,2.3,17.51
20,0,72.6,1.73,199,160,68,1016.0,1,34.8,2.5,24.26
30,0,70.4,1.56,171,125,62,644.0,0,34.3,2.4,28.93
45,1,52.5,1.88,194,153,71,818.0,3,29.0,2.9,14.85
37,1,76.3,1.77,180,128,57,957.0,1,27.3,2.1,24.35
45,0,41.2,1.58,195,168,71,1111.0,1,28.7,2.6,16.5
25,0,55.3,1.76,176,152,67,1186.0,0,15.5,2.7,17.85
58,0,49.7,1.67,191,125,72,776.0,3,31.9,2.3,17.82
56,1,48.3,1.87,165,156,51,525.0,1,29.8,3.3,13.81
18,1,83.2,1.96,183,150,67,1510.0,1,13.6,3.5,21.66
20,1,120.5,1.73,186,153,67,850.0,2,29.3,3.4,40.26
30,1,121.6,2.0,179,160,60,1091.0,2,28.0,3.3,30.4
45,0,73.0,1.75,184,148,50,759.0,0,26.6,2.0,23.84
42,0,57.5,1.67,161,133,63,1053.0,2,16.2,2.7,20.62
50,0,42.7,1.53,168,155,65,983.0,3,28.4,2.4,18.24
55,1,129.9,1.73,187,155,60,529.0,0,21.7,3.1,43.4
23,1,108.6,1.92,197,134,50,656.0,0,25.8,3.5,29.46
49,1,88.6,2.0,162,127,56,1150.0,2,14.9,3.5,22.15
38,0,49.7,1.51,179,145,65,906.0,1,32.6,2.5,21.8
33,0,56.4,1.54,165,155,63,822.0,3,29.2,1.5,23.78
38,1,46.9,1.74,198,167,64,946.0,3,20.0,2.6,15.49
28,0,71.3,1.67,192,140,63,1022.0,3,28.1,1.5,25.57
54,1,71.6,1.86,160,147,70,830.0,0,25.3,2.2,20.7
53,1,82.3,1.61,196,123,60,1139.0,3,11.6,3.5,31.75
52,0,70.6,1.69,165,135,65,826.0,1,26.1,2.2,24.72
36,1,109.8,1.62,193,141,68,651.0,1,24.4,3.5,41.84
37,0,73.5,1.69,174,131,66,354.0,2,27.5,1.6,25.73
35,1,85.6,1.85,185,135,55,1322.0,3,14.5,3.5,25.01
58,0,74.6,1.68,173,159,60,737.0,0,26.0,2.0,26.43
31,0,63.2,1.8,166,157,66,463.0,2,25.5,2.6,19.51
32,0,62.6,1.63,190,161,58,1344.0,1,15.0,2.7,23.56
48,1,87.1,1.76,183,156,67,1398.0,3,11.6,3.5,28.12
18,1,82.3,1.84,190,148,66,1408.0,1,13.3,3.5,24.31
20,0,64.3,1.78,188,137,61,1171.0,2,18.7,2.7,20.29
33,0,53.7,1.66,191,129,72,806.0,1,29.5,2.5,19.49
40,1,63.0,2.0,176,161,71,1257.0,3,26.8,2.9,15.75
28,1,128.4,1.86,173,158,71,921.0,3,23.6,3.3,37.11
29,1,88.0,1.89,199,137,54,1319.0,2,13.3,3.5,24.64
27,0,63.7,1.52,195,120,60,714.0,3,25.4,2.1,27.57
49,1,83.7,1.87,183,158,53,1009.0,1,23.9,2.3,23.94
33,1,102.6,1.75,186,140,53,1078.0,1,27.9,2.2,33.5
25,0,77.7,1.55,184,120,52,330.0,0,33.0,1.7,32.34
55,1,87.5,1.88,191,134,73,789.0,0,27.2,2.6,24.76
29,1,87.0,1.86,177,123,72,1028.0,0,11.0,3.5,25.15
41,1,82.8,1.66,177,139,74,1355.0,1,11.2,3.5,30.05
45,0,65.4,1.68,196,129,66,441.0,1,35.0,2.6,23.17
25,0,47.2,1.71,185,142,56,632.0,2,26.0,2.5,16.14
45,0,58.2,1.7,168,160,53,684.0,0,26.8,2.0,20.14
53,0,73.5,1.55,194,153,72,806.0,1,26.3,2.1,30.59
43,0,55.2,1.73,167,165,62,1240.0,2,16.6,2.7,18.44
25,0,64.4,1.71,179,167,61,935.0,1,27.1,1.8,22.02
45,0,73.5,1.74,181,152,50,807.0,2,30.0,2.3,24.28
45,1,89.6,1.81,178,153,70,1287.0,0,12.4,3.5,27.35
54,1,86.5,1.76,189,158,68,1158.0,0,29.0,3.4,27.92
58,0,46.1,1.67,187,129,70,743.0,0,25.3,1.8,16.53
53,1,68.5,1.97,194,139,69,894.0,1,23.2,2.1,17.65
44,1,94.6,1.84,170,120,67,748.0,1,26.0,3.1,27.94
34,0,54.2,1.52,190,132,60,746.0,2,31.0,2.2,23.46
26,1,47.7,1.77,198,120,69,759.0,3,24.8,2.7,15.23
50,1,52.2,1.84,195,124,52,847.0,3,28.2,3.1,15.42
37,1,88.8,1.95,189,135,66,1173.0,0,10.3,3.5,23.35
30,1,101.0,1.68,182,134,61,1076.0,3,28.2,2.9,35.79
45,1,118.4,1.95,178,168,59,881.0,0,24.9,2.4,31.14
46,0,47.9,1.72,171,147,57,933.0,2,26.3,2.0,16.19
30,0,51.5,1.74,174,150,64,810.0,3,33.9,2.0,17.01
52,0,79.9,1.51,190,142,54,479.0,3,31.5,2.6,35.04
23,1,121.3,1.85,196,167,53,661.0,0,21.6,3.6,35.44
35,0,78.9,1.64,196,164,70,1050.0,2,25.3,2.6,29.34
22,1,88.5,1.62,174,162,69,1675.0,3,10.7,3.5,33.72
42,1,73.5,1.63,188,136,68,350.0,3,26.1,3.2,27.66
19,1,127.9,1.93,185,168,70,1173.0,3,21.8,3.0,34.34
27,1,88.5,1.98,161,153,53,1515.0,2,11.1,3.5,22.57
47,0,43.4,1.62,179,132,64,303.0,2,25.3,2.3,16.54
22,0,42.8,1.56,174,133,66,978.0,3,32.2,2.6,17.59
50,1,64.5,1.79,163,130,61,753.0,0,28.1,2.4,20.13
18,0,50.7,1.53,181,147,52,948.0,0,33.0,2.1,21.66
35,1,59.2,1.66,197,161,59,1151.0,3,21.3,3.2,21.48
49,0,78.9,1.73,182,151,64,938.0,2,34.0,2.3,26.36
28,0,78.7,1.63,185,154,59,847.0,3,31.7,1.8,29.62
38,1,68.7,1.92,170,150,73,1081.0,2,29.0,3.0,18.64
43,0,53.1,1.59,187,136,72,502.0,3,29.5,2.5,21.0
42,1,64.8,1.65,161,166,67,904.0,2,24.4,2.8,23.8
39,0,50.3,1.61,167,128,50,749.0,1,32.8,2.5,19.41
44,1,102.3,1.63,188,129,52,856.0,0,20.9,2.6,38.5
30,1,62.9,1.92,170,127,70,789.0,1,25.2,3.6,17.06
50,0,56.5,1.6,196,140,61,1184.0,0,19.2,2.7,22.07
51,0,74.6,1.55,177,132,50,422.0,2,33.3,2.1,31.05
58,1,52.0,1.79,173,169,52,937.0,1,29.6,3.0,16.23
52,0,52.1,1.67,169,124,52,837.0,0,32.0,1.5,18.68
18,0,72.2,1.54,194,125,54,606.0,3,27.1,1.7,30.44
38,1,85.8,1.8,168,149,68,1410.0,2,10.1,3.5,26.48
23,1,81.4,1.85,194,150,74,1320.0,2,12.4,3.5,23.78
45,0,50.9,1.65,170,136,50,887.0,3,30.1,2.3,18.7
34,1,52.0,1.78,171,130,53,987.0,3,22.4,2.7,16.41
22,1,71.0,1.93,162,139,53,1086.0,0,21.2,2.9,19.06
48,1,80.6,1.77,198,167,66,1248.0,2,12.9,3.5,25.73
22,0,58.3,1.72,173,128,63,640.0,0,32.6,1.6,19.71
55,0,63.0,1.7,187,121,67,719.0,3,34.9,2.5,21.8
20,1,111.0,1.94,170,156,50,875.0,2,27.6,3.3,29.49
40,0,52.6,1.66,198,120,71,762.0,3,32.9,1.7,19.09
54,1,116.4,2.0,184,123,65,688.0,0,26.2,3.1,29.1
54,0,75.6,1.61,180,155,52,983.0,0,34.9,2.5,29.17
27,1,61.6,1.8,169,144,72,1172.0,0,26.4,3.1,19.01
27,1,108.0,1.8,174,122,70,926.0,2,28.6,2.5,33.33
36,0,59.3,1.75,178,128,58,634.0,3,34.5,2.3,19.36
34,1,75.7,1.94,181,141,72,915.0,3,29.3,2.4,20.11
38,0,56.3,1.6,180,142,53,859.0,0,28.8,1.9,21.99
31,0,58.2,1.73,191,131,70,766.0,0,25.8,1.8,19.45
26,1,55.7,1.68,182,129,54,802.0,0,21.7,2.9,19.73
18,1,125.9,1.67,172,153,60,1229.0,0,20.6,2.2,45.14
30,0,62.7,1.67,164,162,70,826.0,1,26.1,2.6,22.48
21,1,86.6,1.86,163,129,58,972.0,1,21.8,2.6,25.03
18,1,64.5,1.82,187,149,52,983.0,1,23.4,2.4,19.47
57,1,76.6,1.86,173,141,55,796.0,0,25.4,2.8,22.14
49,1,81.4,1.83,167,125,73,1225.0,0,13.6,3.5,24.31
51,1,60.7,1.71,168,169,60,954.0,3,22.1,2.5,20.76
45,0,57.2,1.55,194,121,58,909.0,2,18.4,2.7,23.81
48,0,73.0,1.59,196,149,64,798.0,3,32.0,2.1,28.88
25,1,123.8,1.99,180,121,72,752.0,1,25.6,2.6,31.26
56,1,93.6,1.66,177,151,52,1024.0,3,29.0,2.2,33.97
43,1,76.8,1.92,192,161,50,988.0,0,21.1,2.5,20.83
51,0,54.7,1.53,167,135,69,674.0,1,26.8,2.0,23.37
20,1,92.3,1.94,176,131,71,821.0,1,24.3,2.1,24.52
29,0,71.8,1.55,190,120,68,720.0,2,26.3,2.4,29.89
18,0,66.9,1.57,193,127,63,679.0,2,30.7,2.2,27.14
22,0,48.7,1.76,165,167,66,1144.0,1,29.0,2.2,15.72
47,1,66.2,1.71,181,169,71,1188.0,1,22.8,2.9,22.64
47,0,40.0,1.76,173,132,63,475.0,3,26.7,2.2,12.91
34,1,112.4,1.85,162,134,66,870.0,1,23.4,3.6,32.84
40,0,70.0,1.55,171,163,74,693.0,0,31.1,1.5,29.14
32,1,84.0,1.74,195,127,63,1013.0,3,25.8,2.1,27.74
54,0,43.8,1.65,171,129,61,749.0,0,26.6,1.7,16.09
38,1,123.3,1.62,161,165,65,1216.0,0,21.2,2.3,46.98
31,0,57.9,1.56,161,124,50,1116.0,0,15.1,2.7,23.79
19,1,82.4,1.96,174,169,62,1766.0,1,10.1,3.5,21.45
28,1,84.8,1.79,182,138,55,1025.0,2,28.8,2.3,26.47
56,1,109.6,1.66,188,166,66,1060.0,2,20.5,3.1,39.77
55,1,86.4,1.77,176,157,61,777.0,0,27.3,2.8,27.58
51,0,63.9,1.8,191,130,72,626.0,1,33.7,2.7,19.72
55,0,70.8,1.62,166,162,68,394.0,3,26.0,1.8,26.98
51,1,115.3,1.67,189,139,55,950.0,0,24.4,2.5,41.34
35,0,55.3,1.56,187,139,56,1188.0,3,19.8,2.7,22.72
47,1,73.9,1.8,173,140,50,942.0,3,28.3,3.7,22.81
32,1,97.3,1.96,189,137,50,1025.0,1,24.9,3.4,25.33
44,0,60.4,1.65,176,169,54,966.0,1,32.6,2.1,22.19
51,1,49.3,1.61,191,129,55,868.0,2,28.3,2.9,19.02
55,1,91.8,1.78,165,153,65,1091.0,2,23.5,3.4,28.97
50,0,73.6,1.55,183,145,74,581.0,1,33.9,2.1,30.63
41,1,47.1,1.78,165,149,65,929.0,0,24.7,2.4,14.87
32,1,65.2,1.62,186,128,63,408.0,2,25.3,3.4,24.84
47,1,87.2,1.64,177,165,50,1634.0,3,15.0,3.5,32.42
59,1,96.7,1.71,183,150,62,423.0,0,28.4,2.9,33.07
34,0,46.9,1.61,196,161,69,821.0,3,28.6,1.7,18.09
22,0,72.1,1.62,183,123,59,849.0,1,25.1,2.1,27.47
46,0,62.5,1.54,197,125,73,906.0,3,18.1,2.7,26.35
21,1,110.7,1.69,193,133,59,775.0,0,27.0,2.7,38.76
27,1,102.6,1.83,199,123,58,954.0,1,26.5,3.5,30.64
34,0,64.3,1.62,174,145,62,1276.0,0,19.8,2.7,24.5
27,1,80.7,1.61,170,166,52,1598.0,3,14.3,3.5,31.13
34,1,115.3,1.81,181,167,67,1249.0,0,24.5,2.2,35.19
37,1,87.8,1.69,183,158,69,1573.0,1,10.3,3.5,30.74
41,1,74.3,1.61,160,136,51,714.0,3,24.8,3.5,28.66
22,0,78.5,1.7,177,138,66,938.0,3,31.9,2.1,27.16
51,0,77.3,1.58,171,168,68,733.0,2,31.1,2.0,30.96
23,0,64.5,1.7,187,125,72,319.0,2,30.4,1.7,22.32
19,1,72.0,1.94,199,148,62,952.0,0,24.7,3.2,19.13
30,0,77.9,1.77,166,130,62,916.0,2,27.9,2.6,24.87
28,0,69.6,1.58,182,135,50,1006.0,2,27.8,2.0,27.88
40,1,68.9,1.99,180,149,51,951.0,2,25.0,2.4,17.4
33,1,45.9,1.89,193,144,50,1148.0,2,21.6,2.9,12.85
48,0,68.2,1.69,170,159,73,537.0,1,28.4,2.5,23.88
28,0,79.6,1.59,181,130,54,968.0,1,28.2,1.5,31.49
33,0,53.6,1.52,194,126,73,643.0,2,30.9,2.3,23.2
25,0,57.7,1.58,188,145,52,986.0,0,25.7,2.2,23.11
21,1,74.2,1.93,187,141,56,1024.0,1,28.3,2.5,19.92
57,0,64.4,1.56,177,144,73,985.0,2,17.8,2.7,26.46
21,0,54.9,1.78,173,138,71,380.0,1,31.7,2.0,17.33
42,1,50.3,1.64,177,150,62,468.0,3,27.0,2.4,18.7
20,0,46.5,1.68,187,145,72,660.0,1,27.9,2.4,16.48
49,1,57.8,1.99,183,161,67,741.0,1,24.7,3.1,14.6
20,1,83.0,1.8,167,160,73,695.0,0,29.6,2.9,25.62
44,1,82.5,1.79,167,155,70,1159.0,1,13.8,3.5,25.75
46,0,66.5,1.73,163,142,56,709.0,0,34.7,2.0,22.22
49,0,70.2,1.67,186,166,50,695.0,3,32.5,1.8,25.17
36,1,121.9,1.93,195,132,54,1082.0,2,21.8,3.4,32.73
